Vsevolodov Nikita Glebovich 1 Bragi 2001
Artemov Leonid Denisovich 9 Mimir 2000
Vasiliev Vsevolod Borisovich 5 Njord 2002
Bogdanov Denis Fedotovich 3 Fraya 2003
Denisov Gleb Markovich 2 Loki 2002
Alexandrov Nikolai Valentinovich 7 Idun 2003
Mihailov Demid Mihailovich 6 Odin 2000
Fedorov Eduard Bogdanovich 4 Bragi 2001
Lvov Viktor Efimovich 8 Loki 2003
Viktorov Petr Ruslanovich 1 Mimir 2002
Borisov Alexander Lvovich 3 Fraya 2000
Stepanov Artem Artemovich 6 Tyr 2001
Glebov Mihail Pavlovich 8 Idun 2000
Nikitin Anton Olegovich 9 Baldur 2001
Kondratev Ivan Ivanovich 4 Njord 2002
Igorev Ruslan Kondratovich 5 Thor 2003
Pavlov Efim Vsevolodovich 2 Odin 2002
Kirillov Pavel Andreevich 7 Thor 2001
Petrov Semen Trofimovich 1 Loki 2000
Anatoliev Oleg Fedorovich 9 Njord 2003
Varlamov Boris Arturovich 2 Tyr 2001
Demidov German Viktorovich 5 Bragi 2002
Semenov Tihon Varlamovich 7 Mimir 2003
Germanov Igor Nikitovich 8 Idun 2000
Eduardov Fedot Antonovich 6 Baldur 2002
Trofimov Artur Maximovich 4 Fraya 2000
Albertov Lev Tihonovich 3 Bragi 2001
Ruslanov Fedor Petrovich 1 Njord 2003
Andreev Varlam Leonidovich 8 Baldur 2001
Nikolaev Maxim Semenovich 6 Tyr 2000
Tihonov Mark Anatolivich 4 Idun 2003
Maximov Stepan Germanovich 2 Thor 2002
Arturov Kirill Demidovich 7 Fraya 2003
Fedotov Vasiliy Nikolaevich 5 Mimir 2001
Efimov Kondrat Vasilievich 1 Loki 2000
Valentiovn Valentin Albertovich 3 Odin 2002
Vsevolodov Andrei Igorevich 9 Mimir 2002
Andreev Anatoliy Stepanovich 7 Bragi 2001
Borisov Pavel Markovich 5 Fraya 2003
Glebov Bogdan Kondratovich 3 Tyr 2000
Pavlov Nikita Demidovich 2 Baldur 2003
Eduardov Viktor Trofimovich 4 Odin 2002
Petrov Andrei Leonidovich 6 Thor 2001
Fedorov Boris Arturovich 9 Loki 2000
Denisov German Viktorovich 1 Idun 2002
Nikitin Mihail Vsevolodovich 8 Njord 2001
Anatoliev Artem Vasilievich 7 Thor 2003
Mihailov Maxim Ruslanovich 9 Loki 2000
Maximov Vasiliy Stepanovich 6 Njord 2003
Igorev Varlam Varlamovich 4 Idun 2000
Albertov Kirill Olegovich 3 Baldur 2002
Viktorov Artur Anatolivich 8 Mimir 2001
Germanov Igor Maximovich 5 Tyr 2000
Bogdanov Gleb Tihonovich 2 Bragi 2003
Demidov Ruslan Albertovich 1 Odin 2001
Kondratev Tihon Borisovich 6 Fraya 2002
Stepanov Vsevolod Mihailovich 7 Bragi 2000
Tihonov Ivan Pavlovich 9 Idun 2003
Arturov Lev Alexandrovich 3 Thor 2002
Efimov Anatoliy Glebovich 1 Mimir 2001
Ivanov Efim Igorevich 4 Baldur 2001
Lvov Kondrat Valentinovich 5 Fraya 2003
Nikolaev Anton Nikolaevich 8 Tyr 2000
Vasiliev Denis Antonovich 2 Odin 2002
Valentiovn Valentin Kirillovich 8 Loki 2003
Trofimov Nikolai Germanovich 9 Njord 2001
Fedotov Fedor Nikitovich 5 Njord 2002
Artemov Eduard Eduardovich 7 Mimir 2000
Semenov Semen Denisovich 4 Idun 2000
Kirillov Leonid Fedorovich 3 Bragi 2002
Alexandrov Stepan Semenovich 6 Fraya 2001
Antonov Oleg Bogdanovich 2 Tyr 2003
Markov Alexander Efimovich 1 Thor 2003
Leonidov Petr Lvovich 3 Baldur 2000
Ruslanov Albert Ivanovich 2 Odin 2002
Varlamov Demid Petrovich 9 Loki 2001
Semenov Trofim Fedotovich 8 Baldur 2003
Andreev Fedot Andreevich 7 Bragi 2000
Albertov Mark Artemovich 4 Idun 2001
Ruslanov Viktor Vsevolodovich 5 Thor 2002
Viktorov Kondrat Mihailovich 6 Njord 2000
Markov Vsevolod Valentinovich 1 Fraya 2002
Ivanov Bogdan Bogdanovich 7 Tyr 2001
Vasiliev Leonid Markovich 9 Loki 2003
Petrov Anatoliy Semenovich 5 Mimir 2003
Kirillov Kirill Eduardovich 4 Odin 2002
Mihailov Valentin Kirillovich 8 Thor 2001
Eduardov Maxim Ivanovich 3 Tyr 2000
Kondratev German Andreevich 2 Fraya 2002
Antonov Gleb Anatolivich 6 Loki 2001
Germanov Pavel Ruslanovich 1 Odin 2000
Nikolaev Tihon Nikolaevich 6 Idun 2003
Igorev Artem Glebovich 5 Mimir 2000
Alexandrov Semen Igorevich 7 Baldur 2002
Anatoliev Alexander Fedorovich 4 Njord 2003
Varlamov Lev Demidovich 9 Bragi 2001
Maximov Artur Stepanovich 1 Odin 2001
Borisov Trofim Varlamovich 3 Loki 2002
Trofimov Boris Antonovich 8 Njord 2003
Tihonov Vasiliy Kondratovich 2 Tyr 2000
Vsevolodov Fedot Arturovich 7 Idun 2000
Pavlov Eduard Tihonovich 8 Baldur 2001
Nikitin Andrei Leonidovich 6 Bragi 2003
Artemov Demid Borisovich 3 Thor 2002
Demidov Mihail Vasilievich 2 Fraya 2003
Lvov Anton Pavlovich 9 Mimir 2000
Stepanov Stepan Petrovich 5 Bragi 2002
Glebov Fedor Fedotovich 4 Baldur 2001
Bogdanov Albert Viktorovich 1 Njord 2002
Efimov Oleg Nikitovich 1 Tyr 2001
Denisov Igor Maximovich 7 Idun 2003
Fedorov Petr Artemovich 2 Fraya 2000
Leonidov Denis Albertovich 8 Thor 2001
Valentiovn Ruslan Olegovich 6 Odin 2003
Fedotov Varlam Lvovich 9 Mimir 2002
Arturov Mark Alexandrovich 5 Loki 2000
Germanov Efim Denisovich 3 Loki 2003
Trofimov Ivan Efimovich 4 Njord 2001
Denisov Nikita Trofimovich 5 Mimir 2002
Varlamov Nikolai Germanovich 4 Tyr 2000
Petrov Igor Demidovich 9 Thor 2003
Eduardov Varlam Eduardovich 2 Odin 2002
Nikitin Petr Petrovich 6 Baldur 2000
Maximov Bogdan Nikitovich 3 Idun 2001
Albertov Vasiliy Anatolivich 8 Fraya 2003
Ruslanov Lev Efimovich 1 Bragi 2000
Fedorov Viktor Maximovich 7 Idun 2002
Antonov Oleg Igorevich 3 Odin 2001
Fedotov Fedor Arturovich 9 Loki 2002
Artemov Mark Viktorovich 4 Thor 2003
Mihailov Leonid Kirillovich 6 Fraya 2001
Kirillov Valentin Artemovich 1 Mimir 2000
Stepanov Artem Markovich 2 Tyr 2000
Bogdanov Mihail Valentinovich 5 Njord 2001
Efimov Vsevolod Mihailovich 7 Bragi 2002
Arturov Pavel Fedorovich 8 Baldur 2003
Nikolaev Anton Vasilievich 1 Njord 2002
Andreev Semen Albertovich 8 Fraya 2000
Pavlov Anatoliy Bogdanovich 9 Mimir 2003
Leonidov Eduard Glebovich 6 Tyr 2001
Glebov Maxim Lvovich 5 Odin 2000
Kondratev Kondrat Tihonovich 4 Idun 2002
Viktorov German Stepanovich 7 Bragi 2003
Alexandrov Nikolai Antonovich 2 Loki 2001
Tihonov Stepan Vsevolodovich 3 Thor 2003
Anatoliev Artur Kondratovich 4 Baldur 2002
Vasiliev Tihon Fedotovich 8 Fraya 2000
Demidov Ivan Semenovich 1 Mimir 2001
Ivanov Ruslan Olegovich 7 Odin 2001
Semenov Andrei Ivanovich 6 Njord 2003
Valentiovn Nikita Alexandrovich 2 Baldur 2002
Igorev Albert Denisovich 3 Bragi 2000
Markov Denis Ruslanovich 9 Thor 2000
Vsevolodov Alexander Andreevich 5 Idun 2001
Borisov Trofim Nikolaevich 8 Tyr 2002
Lvov Gleb Borisovich 5 Loki 2003
Maximov Demid Germanovich 9 Thor 2002
Borisov Fedot Leonidovich 1 Idun 2003
Petrov Efim Pavlovich 6 Tyr 2000
Glebov Kirill Trofimovich 3 Bragi 2001
Markov Boris Varlamovich 2 Loki 2002
Denisov Efim Leonidovich 7 Mimir 2000
Mihailov Andrei Fedorovich 4 Odin 2001
Andreev Maxim Albertovich 4 Baldur 2003
Valentiovn Albert Borisovich 6 Njord 2002
Lvov Tihon Ivanovich 2 Fraya 2003
Nikolaev Trofim Antonovich 7 Loki 2000
Demidov Alexander Nikitovich 1 Mimir 2001
Vasiliev Petr Mihailovich 9 Fraya 2000
Vsevolodov Demid Alexandrovich 5 Tyr 2003
Trofimov Varlam Demidovich 3 Njord 2002
Pavlov Valentin Valentinovich 8 Bragi 2001
Leonidov Semen Varlamovich 3 Thor 2003
Nikitin Viktor Glebovich 9 Baldur 2002
Bogdanov Kirill Tihonovich 8 Odin 2000
Alexandrov Pavel Ruslanovich 6 Idun 2001
Viktorov Ruslan Kondratovich 4 Njord 2001
Artemov Nikita Stepanovich 1 Tyr 2003
Kondratev Anatoliy Pavlovich 5 Bragi 2000
Germanov Leonid Semenovich 2 Loki 2002
Semenov Artur Andreevich 7 Odin 2001
Fedotov Fedor Fedotovich 6 Thor 2003
Varlamov Stepan Igorevich 8 Fraya 2002
Ruslanov Bogdan Bogdanovich 9 Mimir 2000
Igorev Gleb Germanovich 7 Baldur 2000
Arturov Oleg Eduardovich 4 Idun 2002
Antonov Anton Viktorovich 2 Tyr 2001
Albertov Ivan Olegovich 1 Njord 2003
Tihonov Mark Vasilievich 5 Fraya 2002
Kirillov Nikolai Kirillovich 3 Odin 2000
Stepanov Vsevolod Petrovich 3 Thor 2001
Eduardov Mihail Vsevolodovich 4 Idun 2003
Ivanov Fedot Trofimovich 9 Bragi 2000
Efimov Kondrat Arturovich 5 Loki 2003
Fedorov Vasiliy Markovich 7 Mimir 2001
Anatoliev Eduard Efimovich 2 Baldur 2002
Ruslanov Igor Lvovich 1 Idun 2000
Demidov Boris Denisovich 8 Njord 2002
Maximov German Artemovich 6 Bragi 2003
Nikolaev Denis Maximovich 4 Mimir 2001
Igorev Artem Nikolaevich 5 Tyr 2000
Arturov Lev Anatolivich 2 Baldur 2002
Valentiovn Semen Pavlovich 9 Odin 2001
Fedorov Nikolai Efimovich 7 Fraya 2003
Albertov German Tihonovich 6 Loki 2001
Lvov Efim Alexandrovich 8 Thor 2002
Vsevolodov Mark Leonidovich 1 Fraya 2003
Glebov Stepan Olegovich 3 Loki 2000
Artemov Boris Kirillovich 8 Baldur 2001
Leonidov Artur Stepanovich 4 Njord 2003
Tihonov Albert Trofimovich 7 Bragi 2000
Semenov Mihail Nikitovich 3 Mimir 2002
Trofimov Kirill Anatolivich 1 Odin 2002
Varlamov Anton Mihailovich 6 Thor 2003
Kirillov Petr Bogdanovich 5 Idun 2001
Andreev Eduard Borisovich 2 Tyr 2000
Markov Leonid Antonovich 9 Thor 2003
Mihailov Lev Ruslanovich 7 Njord 2002
Petrov Alexander Eduardovich 3 Odin 2000
Bogdanov Vasiliy Glebovich 8 Idun 2001
Viktorov Trofim Germanovich 5 Loki 2002
Anatoliev Ruslan Petrovich 4 Bragi 2001
Pavlov Demid Maximovich 2 Tyr 2000
Alexandrov Kondrat Artemovich 6 Mimir 2003
Denisov Gleb Arturovich 9 Fraya 2002
Eduardov Oleg Fedorovich 1 Baldur 2003
Nikitin Artem Albertovich 5 Fraya 2000
Borisov Tihon Vsevolodovich 4 Thor 2001
Efimov Viktor Denisovich 3 Odin 2000
Antonov Maxim Varlamovich 7 Idun 2002
Stepanov Bogdan Viktorovich 1 Baldur 2003
Vasiliev Valentin Valentinovich 9 Njord 2001
Ivanov Varlam Semenovich 8 Tyr 2003
Germanov Igor Nikolaevich 2 Bragi 2002
Fedotov Pavel Markovich 6 Mimir 2001
Kondratev Ivan Andreevich 4 Loki 2000
Eduardov Fedor Demidovich 8 Thor 2003
Lvov Andrei Igorevich 6 Idun 2001
Anatoliev Nikita Fedotovich 3 Bragi 2002
Glebov Vsevolod Lvovich 9 Baldur 2000
Arturov Fedot Kondratovich 2 Tyr 2002
Germanov Anatoliy Vasilievich 1 Mimir 2000
Pavlov Denis Ivanovich 7 Loki 2001
Demidov Trofim Mihailovich 5 Fraya 2003
Borisov Artur Viktorovich 7 Njord 2002
Petrov Anton Igorevich 1 Odin 2003
Markov Maxim Efimovich 2 Mimir 2001
Bogdanov Fedot Petrovich 4 Njord 2000
Leonidov Demid Markovich 8 Bragi 2001
Stepanov Andrei Kondratovich 3 Tyr 2000
Vsevolodov Mark Tihonovich 9 Odin 2003
Ruslanov Leonid Trofimovich 5 Idun 2002
Ivanov Boris Valentinovich 6 Baldur 2000
Viktorov German Vasilievich 2 Loki 2002
Artemov Petr Fedotovich 7 Thor 2003
Kirillov Bogdan Varlamovich 4 Fraya 2001
Nikolaev Mihail Pavlovich 8 Mimir 2000
Trofimov Efim Maximovich 9 Baldur 2003
Fedorov Fedor Alexandrovich 1 Njord 2002
Efimov Gleb Glebovich 6 Thor 2001
Andreev Anatoliy Stepanovich 5 Loki 2001
Igorev Pavel Nikolaevich 3 Bragi 2003
Antonov Kondrat Denisovich 8 Tyr 2000
Varlamov Vsevolod Kirillovich 9 Fraya 2002
Alexandrov Igor Fedorovich 3 Idun 2003
Kondratev Albert Albertovich 6 Odin 2000
Denisov Valentin Artemovich 4 Fraya 2002
Vasiliev Denis Nikitovich 2 Idun 2001
Mihailov Vasiliy Germanovich 7 Mimir 2001
Semenov Oleg Eduardovich 5 Thor 2003
Nikitin Varlam Antonovich 1 Baldur 2002
Albertov Kirill Olegovich 8 Bragi 2000
Maximov Artem Bogdanovich 3 Tyr 2001
Valentiovn Semen Ivanovich 5 Loki 2003
Tihonov Nikolai Lvovich 1 Njord 2000
Fedotov Stepan Arturovich 2 Odin 2002
Fedotov Viktor Vsevolodovich 7 Fraya 2002
Markov Ruslan Andreevich 4 Idun 2000
Germanov Eduard Leonidovich 9 Odin 2003
Leonidov Alexander Ruslanovich 6 Njord 2001
Antonov Ivan Demidovich 1 Loki 2000
Lvov Tihon Anatolivich 3 Thor 2003
Glebov Lev Semenovich 9 Baldur 2002
Nikolaev Nikita Borisovich 6 Tyr 2001
Denisov Trofim Fedotovich 4 Bragi 2001
Ruslanov Efim Maximovich 8 Mimir 2002
Anatoliev Maxim Lvovich 2 Thor 2003
Fedorov Gleb Trofimovich 7 Tyr 2000
Viktorov Pavel Semenovich 5 Odin 2001
Kirillov Nikolai Denisovich 7 Loki 2002
Trofimov Anton Kirillovich 9 Bragi 2003
Valentiovn Kondrat Bogdanovich 4 Njord 2000
Demidov Anatoliy Viktorovich 8 Mimir 2002
Arturov Varlam Valentinovich 1 Idun 2001
Efimov Vsevolod Tihonovich 2 Fraya 2003
Maximov Valentin Albertovich 5 Baldur 2000
Bogdanov Vasiliy Pavlovich 6 Tyr 2003
Albertov Bogdan Anatolivich 3 Idun 2000
Vsevolodov Andrei Vasilievich 7 Loki 2002
Borisov Petr Nikolaevich 4 Fraya 2001
Pavlov Oleg Markovich 5 Mimir 2000
Semenov Albert Ruslanovich 9 Njord 2003
Petrov Leonid Leonidovich 1 Bragi 2002
Stepanov Eduard Germanovich 2 Odin 2001
Kondratev Denis Eduardovich 3 Thor 2001
Igorev Mihail Petrovich 6 Baldur 2003
Andreev Ruslan Glebovich 8 Thor 2002
Vasiliev Alexander Mihailovich 7 Njord 2000
Nikitin Artem Borisovich 1 Baldur 2000
Ivanov Kirill Varlamovich 5 Fraya 2001
Varlamov Viktor Vsevolodovich 4 Idun 2002
Tihonov Boris Igorevich 9 Mimir 2003
Alexandrov Ivan Arturovich 8 Loki 2002
Artemov Lev Antonovich 3 Bragi 2000
Eduardov Artur Fedorovich 6 Odin 2003
Mihailov Semen Nikitovich 2 Tyr 2001
Vsevolodov Tihon Stepanovich 6 Baldur 2003
Stepanov Igor Kondratovich 8 Odin 2000
Semenov German Andreevich 1 Idun 2001
Pavlov Mark Artemovich 4 Mimir 2002
Markov Fedot Demidovich 5 Njord 2000
Nikitin Stepan Efimovich 2 Loki 2001
Antonov Demid Alexandrovich 9 Fraya 2002
Anatoliev Fedor Ivanovich 7 Tyr 2003
Kirillov Nikita Olegovich 3 Thor 2002
Eduardov Ruslan Pavlovich 1 Bragi 2000
Ivanov Ivan Kirillovich 7 Tyr 2001
Glebov Nikita Viktorovich 6 Bragi 2003
Fedorov Pavel Denisovich 8 Thor 2002
Valentiovn Anton Efimovich 5 Loki 2003
Efimov Mark Semenovich 3 Mimir 2001
Demidov Tihon Germanovich 2 Njord 2000
Vasiliev Fedor Vasilievich 4 Odin 2003
Viktorov Artem Albertovich 9 Baldur 2001
Kondratev Trofim Bogdanovich 1 Fraya 2002
Borisov Efim Borisovich 4 Idun 2000
Varlamov Vsevolod Markovich 5 Baldur 2003
Ruslanov Fedot Vsevolodovich 2 Bragi 2000
Albertov Viktor Maximovich 6 Loki 2001
Alexandrov Maxim Demidovich 8 Tyr 2002
Arturov Alexander Olegovich 3 Mimir 2003
Artemov Boris Nikitovich 7 Njord 2001
Lvov Vasiliy Leonidovich 9 Thor 2000
Nikolaev Lev Nikolaevich 5 Fraya 2002
Igorev Valentin Alexandrovich 4 Idun 2001
Denisov Mihail Tihonovich 3 Odin 2003
Leonidov Andrei Andreevich 8 Baldur 2002
Mihailov Varlam Ruslanovich 1 Thor 2000
Fedotov Artur Trofimovich 9 Idun 2001
Tihonov Eduard Glebovich 2 Odin 2002
Germanov Stepan Lvovich 6 Mimir 2003
Trofimov Kondrat Anatolivich 7 Bragi 2000
Andreev Oleg Eduardovich 2 Tyr 2003
Maximov Denis Varlamovich 3 Loki 2000
Petrov Semen Fedotovich 6 Fraya 2001
Bogdanov Kirill Antonovich 7 Njord 2002
Ruslanov Nikolai Petrovich 4 Loki 2002
Ivanov Leonid Artemovich 9 Njord 2000
Efimov German Stepanovich 8 Bragi 2001
Mihailov Albert Kondratovich 1 Thor 2003
Nikolaev Anatoliy Valentinovich 5 Baldur 2002
Denisov Gleb Arturovich 9 Fraya 2001
Vasiliev Demid Fedorovich 7 Tyr 2003
Anatoliev Petr Ivanovich 4 Mimir 2000
Artemov Igor Igorevich 2 Odin 2000
Kirillov Bogdan Mihailovich 5 Idun 2001
Glebov Leonid Kirillovich 3 Fraya 2002
Stepanov Fedor Stepanovich 8 Mimir 2003
Germanov Artur Borisovich 6 Thor 2003
Fedotov Trofim Ivanovich 1 Tyr 2000
Fedorov Mark Antonovich 5 Loki 2002
Bogdanov Gleb Leonidovich 3 Njord 2001
Trofimov Efim Ruslanovich 4 Idun 2001
Lvov Stepan Nikolaevich 1 Bragi 2003
Varlamov Maxim Tihonovich 7 Baldur 2002
Vsevolodov Nikita Andreevich 6 Odin 2000
Arturov Igor Vsevolodovich 9 Odin 2001
Kondratev Fedot Mihailovich 2 Bragi 2000
Nikitin Lev Bogdanovich 8 Idun 2003
Pavlov Anatoliy Anatolivich 7 Njord 2002
Semenov German Maximovich 1 Tyr 2000
Markov Varlam Glebovich 6 Fraya 2002
Igorev Alexander Trofimovich 8 Baldur 2003
Eduardov Semen Vasilievich 2 Thor 2001
Borisov Petr Lvovich 5 Mimir 2001
Leonidov Kondrat Semenovich 4 Loki 2002
Petrov Artem Albertovich 9 Odin 2000
Antonov Oleg Fedorovich 3 Fraya 2003
Maximov Tihon Olegovich 4 Baldur 2003
Valentiovn Kirill Petrovich 7 Mimir 2002
Tihonov Nikolai Kondratovich 3 Loki 2001
Viktorov Denis Eduardovich 6 Tyr 2000
Demidov Vasiliy Denisovich 1 Thor 2003
Alexandrov Vsevolod Fedotovich 8 Idun 2002
Albertov Viktor Valentinovich 2 Bragi 2001
Andreev Eduard Nikitovich 9 Njord 2000
Anatoliev Ivan Markovich 5 Thor 2001
Petrov Ruslan Varlamovich 3 Baldur 2002
Fedotov Bogdan Alexandrovich 4 Loki 2003
Semenov Albert Pavlovich 8 Fraya 2000
Fedorov Anton Igorevich 9 Idun 2003
Kondratev Pavel Arturovich 7 Tyr 2002
Maximov Valentin Artemovich 6 Odin 2000
Vasiliev Mihail Germanovich 1 Bragi 2001
Efimov Andrei Efimovich 5 Njord 2002
Kirillov Boris Viktorovich 2 Mimir 2000
Ivanov Demid Demidovich 7 Njord 2001
Antonov Kondrat Igorevich 9 Baldur 2003
Valentiovn Vasiliy Stepanovich 6 Tyr 2003
Albertov Eduard Maximovich 4 Thor 2000
Varlamov Maxim Viktorovich 1 Idun 2001
Viktorov Fedot Denisovich 3 Loki 2002
Demidov Viktor Alexandrovich 5 Odin 2000
Glebov Oleg Trofimovich 8 Fraya 2003
Artemov Anatoliy Tihonovich 2 Bragi 2001
Eduardov Mihail Petrovich 1 Mimir 2002
Ruslanov Demid Arturovich 3 Thor 2001
Denisov Nikita Borisovich 8 Njord 2002
Pavlov Ruslan Kirillovich 7 Baldur 2000
Lvov Nikolai Bogdanovich 9 Bragi 2003
Nikolaev Semen Vasilievich 4 Loki 2000
Igorev Trofim Olegovich 2 Mimir 2001
Nikitin Boris Demidovich 6 Tyr 2003
Arturov Pavel Ivanovich 5 Odin 2002
Tihonov Tihon Fedotovich 1 Fraya 2002
Stepanov Lev Albertovich 9 Idun 2000
Alexandrov Artur Markovich 3 Fraya 2003
Markov Gleb Eduardovich 5 Idun 2001
Germanov Albert Varlamovich 8 Loki 2000
Bogdanov Bogdan Artemovich 7 Bragi 2003
Trofimov Stepan Valentinovich 2 Thor 2002
Mihailov Andrei Ruslanovich 4 Baldur 2001
Andreev Leonid Leonidovich 6 Odin 2000
Leonidov Vsevolod Fedorovich 9 Tyr 2002
Vsevolodov Efim Vsevolodovich 7 Mimir 2001
Borisov Denis Antonovich 6 Njord 2003
Denisov Valentin Lvovich 4 Thor 2000
Fedotov Igor Nikolaevich 8 Fraya 2002
Demidov German Semenovich 3 Mimir 2003
Artemov Mark Kondratovich 2 Loki 2001
Andreev Kirill Anatolivich 1 Idun 2003
Viktorov Artem Andreevich 5 Baldur 2002
Tihonov Varlam Glebovich 9 Njord 2000
Stepanov Fedor Nikitovich 5 Bragi 2001
Kondratev Alexander Germanovich 1 Tyr 2000
Mihailov Anton Pavlovich 3 Odin 2001
Ruslanov Ivan Efimovich 7 Baldur 2002
Efimov Petr Mihailovich 2 Idun 2003
Markov Anton Valentinovich 4 Odin 2002
Borisov Vsevolod Bogdanovich 6 Fraya 2001
Fedorov Mihail Arturovich 8 Mimir 2000
Valentiovn Valentin Germanovich 2 Tyr 2003
Trofimov Tihon Albertovich 6 Loki 2003
Alexandrov Boris Vsevolodovich 3 Bragi 2000
Lvov Pavel Viktorovich 9 Thor 2002
Maximov Artem Alexandrovich 5 Njord 2001
Vasiliev Mark Antonovich 1 Odin 2003
Glebov Ivan Leonidovich 4 Tyr 2002
Nikitin Kondrat Andreevich 7 Bragi 2001
Arturov Albert Kondratovich 8 Mimir 2000
Antonov Viktor Varlamovich 4 Njord 2001
Ivanov Andrei Efimovich 2 Baldur 2003
Albertov Nikolai Fedorovich 9 Thor 2002
Bogdanov Demid Fedotovich 8 Idun 2000
Petrov Fedor Semenovich 5 Loki 2003
Germanov Oleg Olegovich 6 Fraya 2000
Vsevolodov Ruslan Nikitovich 1 Tyr 2002
Pavlov Lev Pavlovich 7 Loki 2001
Kirillov Petr Trofimovich 3 Thor 2002
Anatoliev Denis Tihonovich 8 Baldur 2001
Leonidov Semen Artemovich 4 Idun 2000
Nikolaev Fedot Igorevich 3 Bragi 2003
Varlamov Varlam Stepanovich 9 Odin 2001
Eduardov Artur Vasilievich 6 Mimir 2002
Semenov Nikita Denisovich 1 Njord 2003
Igorev Vasiliy Anatolivich 7 Fraya 2000
Nikolaev Stepan Markovich 2 Tyr 2002
Arturov Igor Borisovich 5 Njord 2000
Vasiliev Alexander Petrovich 6 Baldur 2003
Viktorov Gleb Eduardovich 5 Loki 2001
Mihailov Kirill Demidovich 7 Odin 2000
Valentiovn Efim Nikolaevich 9 Bragi 2003
Anatoliev Eduard Glebovich 2 Fraya 2002
Ivanov Maxim Maximovich 4 Idun 2001
Ruslanov Trofim Lvovich 1 Thor 2000
Fedorov Anatoliy Mihailovich 3 Mimir 2003
Stepanov Bogdan Kirillovich 8 Baldur 2001
Varlamov German Ruslanovich 4 Njord 2002
Demidov Leonid Ivanovich 3 Fraya 2003
Efimov Tihon Glebovich 5 Bragi 2002
Leonidov Ruslan Mihailovich 8 Thor 2000
Borisov Valentin Alexandrovich 9 Idun 2001
Pavlov Semen Petrovich 7 Tyr 2000
Kondratev Artem Viktorovich 6 Odin 2001
Semenov Gleb Nikitovich 2 Mimir 2002
Lvov Mihail Pavlovich 1 Loki 2003
Denisov Nikita Fedorovich 1 Idun 2003
Eduardov Trofim Kirillovich 3 Bragi 2000
Bogdanov Anatoliy Anatolivich 2 Fraya 2002
Nikitin Varlam Tihonovich 4 Odin 2001
Tihonov Demid Markovich 6 Njord 2002
Fedotov Anton Varlamovich 8 Thor 2003
Artemov Kirill Nikolaevich 9 Mimir 2000
Glebov Viktor Olegovich 7 Baldur 2001
Markov Ivan Ruslanovich 5 Tyr 2000
Vsevolodov Bogdan Germanovich 1 Loki 2003
Antonov Pavel Eduardovich 8 Njord 2001
Petrov Vsevolod Bogdanovich 3 Loki 2002
Maximov Albert Denisovich 5 Baldur 2003
Igorev Oleg Arturovich 4 Thor 2000
Germanov Maxim Valentinovich 7 Bragi 2001
Trofimov Igor Trofimovich 6 Fraya 2002
Albertov Fedot Vsevolodovich 9 Mimir 2002
Alexandrov Artur Lvovich 2 Idun 2000
Andreev Denis Semenovich 5 Tyr 2001
Kirillov Vasiliy Maximovich 9 Odin 2003
Mihailov Boris Fedotovich 2 Loki 2002
Efimov Alexander Artemovich 7 Fraya 2001
Viktorov German Albertovich 8 Idun 2003
Nikitin Efim Igorevich 3 Baldur 2000
